,0
0,-2.600958567259061e-15
1,-2.3624091691409654e-15
2,-2.1509067679314772e-15
3,-1.9165437884318343e-15
4,-1.7126437599021918e-15
5,-1.5465318086659703e-15
6,-1.3625957772822492e-15
7,-1.2540857246699128e-15
8,-1.1502454676026903e-15
9,-1.007078377494317e-15
10,-9.354318087475192e-16
11,-8.544979813240946e-16
12,-7.568835956386084e-16
13,-7.184932268144224e-16
14,-6.345348160280263e-16
15,-5.796247768006141e-16
16,-5.240570115690615e-16
17,0.09999999999999953
18,0.08999999999999958
19,0.08099999999999953
20,0.07289999999999958
21,0.16560999999999954
22,0.14904899999999963
23,0.13414409999999968
24,0.12072968999999975
25,0.1086567209999998
26,0.09779104889999983
27,0.08801194400999984
28,0.07921074960899986
29,0.17128967464809997
30,0.15416070718329003
31,0.13874463646496102
32,0.12487017281846495
33,0.11238315553661843
34,0.10114483998295659
35,0.09103035598466096
36,0.08192732038619488
37,0.0737345883475754
38,0.06636112951281788
39,0.05972501656153608
40,0.05375251490538248
41,0.1483772634148443
42,0.13353953707335986
43,0.1201855833660239
44,0.10816702502942162
45,0.0973503225264795
46,0.08761529027383153
47,0.17885376124644847
48,0.16096838512180364
49,0.1448715466096233
50,0.130384391948661
51,0.11734595275379489
52,0.1056113574784154
53,0.0950502217305739
54,0.08554519955751656
55,0.0769906796017649
56,0.06929161164158844
57,0.16236245047742964
58,0.1461262054296867
59,0.13151358488671805
60,0.11836222639804624
61,0.10652600375824162
62,0.09587340338241745
63,0.0862860630441757
64,0.17765745673975808
65,0.1598917110657823
66,0.1439025399592041
67,0.1295122859632837
68,0.21656105736695552
69,0.19490495163025995
70,0.17541445646723391
71,0.15787301082051056
72,0.24208570973845958
73,0.31787713876461376
74,0.2860894248881524
75,0.3574804823993373
76,0.3217324341594035
77,0.3895591907434633
78,0.450603271669117
79,0.4055429445022051
80,0.46498865005198464
81,0.4184897850467862
82,0.3766408065421076
83,0.4389767258878968
84,0.39507905329910714
85,0.3555711479691964
86,0.3200140331722768
87,0.28801262985504916
88,0.25921136686954427
89,0.23329023018258982
90,0.20996120716433087
91,0.18896508644789778
92,0.17006857780310794
93,0.2530617200227972
94,0.22775554802051748
95,0.20497999321846574
96,0.18448199389661918
97,0.16603379450695727
98,0.14943041505626156
99,0.13448737355063542
100,0.12103863619557188
101,0.10893477257601471
102,0.09804129531841324
103,0.08823716578657187
104,0.17941344920791463
105,0.1614721042871232
106,0.14532489385841088
107,0.1307924044725698
108,0.11771316402531282
109,0.10594184762278151
110,0.09534766286050336
111,0.08581289657445303
112,0.07723160691700773
113,0.06950844622530694
114,0.1625576016027763
115,0.1463018414424987
116,0.13167165729824884
117,0.11850449156842396
118,0.10665404241158159
119,0.0959886381704234
120,0.08638977435338108
121,0.07775079691804299
122,0.0699757172262387
123,0.06297814550361484
124,0.056680330953253366
125,0.151012297857928
126,0.13591106807213518
127,0.12231996126492169
128,0.11008796513842951
129,0.09907916862458657
130,0.08917125176212794
131,0.08025412658591514
132,0.0722287139273237
133,0.06500584253459138
134,0.058505258281132295
135,0.15265473245301914
136,0.13738925920771722
137,0.12365033328694548
138,0.11128529995825095
139,0.20015676996242598
140,0.1801410929661834
141,0.16212698366956513
142,0.14591428530260864
143,0.13132285677234778
144,0.11819057109511305
145,0.10637151398560178
146,0.09573436258704164
147,0.08616092632833747
148,0.07754483369550372
149,0.06979035032595338
150,0.06281131529335812
151,0.056530183764022336
152,0.05087716538762017
153,0.045789448848858126
154,0.041210503963972356
155,0.13708945356757524
156,0.1233805082108178
157,0.2110424573897362
158,0.18993821165076258
159,0.17094439048568638
160,0.2538499514371179
161,0.22846495629340613
162,0.20561846066406553
163,0.2850566145976591
164,0.3565509531378932
165,0.32089585782410385
166,0.38880627204169355
167,0.3499256448375244
168,0.4149330803537721
169,0.3734397723183948
170,0.33609579508655535
171,0.3024862155778999
172,0.27223759402011
173,0.245013834618099
174,0.22051245115628917
175,0.19846120604066037
176,0.17861508543659435
177,0.16075357689293499
178,0.1446782192036415
179,0.13021039728327732
180,0.1171893575549496
181,0.10547042179945465
182,0.09492337961950921
183,0.08543104165755822
184,0.0768879374918024
185,0.06919914374262219
186,0.06227922936836002
187,0.05605130643152406
188,0.050446175788371676
189,0.14540155820953454
190,0.13086140238858113
191,0.11777526214972302
192,0.10599773593475072
193,0.09539796234127569
194,0.08585816610714812
195,0.0772723494964333
196,0.16954511454678994
197,0.152590603092111
198,0.13733154278289997
199,0.12359838850461
200,0.11123854965414905
201,0.20011469468873422
202,0.18010322521986083
203,0.16209290269787474
204,0.14588361242808734
205,0.2312952511852787
206,0.20816572606675082
207,0.18734915346007577
208,0.16861423811406823
209,0.15175281430266144
210,0.13657753287239532
211,0.1229197795851558
212,0.11062780162664025
213,0.09956502146397622
214,0.0896085193175786
215,0.08064766738582077
216,0.07258290064723877
217,0.0653246105825149
218,0.058792149524263475
219,0.05291293457183709
220,0.047621641114653376
221,0.042859477003188026
222,0.038573529302869294
223,0.034716176372582404
224,0.031244558735324165
225,0.02812010286179177
226,0.025308092575612583
227,0.12277728331805143
228,0.11049955498624638
229,0.09944959948762175
230,0.08950463953885958
231,0.0805541755849736
232,0.07249875802647625
233,0.06524888222382864
234,0.05872399400144578
235,0.052851594601301205
236,0.0475664351411711
237,0.042809791627053985
238,0.03852881246434861
239,0.1346759312179138
240,0.12120833809612237
241,0.10908750428651018
242,0.09817875385785922
243,0.08836087847207336
244,0.07952479062486603
245,0.17157231156237948
246,0.15441508040614157
247,0.13897357236552743
248,0.12507621512897474
249,0.11256859361607728
250,0.10131173425446957
251,0.09118056082902265
252,0.08206250474612045
253,0.07385625427150835
254,0.06647062884435755
255,0.15982356595992175
256,0.1438412093639296
257,0.12945708842753664
258,0.116511379584783
259,0.10486024162630471
260,0.09437421746367432
261,0.08493679571730693
262,0.07644311614557633
263,0.06879880453101869
264,0.061918924077916895
265,0.05572703167012523
266,0.050154328503112744
267,0.1451388956528016
268,0.13062500608752145
269,0.11756250547876933
270,0.10580625493089241
271,0.1952256294378033
272,0.17570306649402298
273,0.15813275984462072
274,0.1423194838601587
275,0.12808753547414284
276,0.11527878192672857
277,0.10375090373405572
278,0.09337581336065018
279,0.08403823202458517
280,0.07563440882212666
281,0.068070967939914
282,0.06126387114592266
283,0.05513748403133043
284,0.049623735628197475
285,0.04466136206537769
286,0.0401952258588398
287,0.03617570327295588
288,0.13255813294566035
289,0.11930231965109415
290,0.10737208768598473
291,0.09663487891738624
292,0.08697139102564783
293,0.0782742519230833
294,0.170446826730775
295,0.15340214405769764
296,0.13806192965192793
297,0.22425573668673526
298,0.20183016301806192
299,0.18164714671625543
300,0.16348243204463006
301,0.14713418884016705
302,0.13242076995615035
303,0.11917869296053538
304,0.10726082366448178
305,0.09653474129803363
306,0.0868812671682302
307,0.17819314045140708
308,0.16037382640626643
309,0.1443364437656398
310,0.12990279938907587
311,0.21691251945016843
312,0.1952212675051516
313,0.17569914075463644
314,0.15812922667917284
315,0.2423163040112557
316,0.21808467361013015
317,0.19627620624911715
318,0.17664858562420546
319,0.15898372706178493
320,0.14308535435560643
321,0.12877681892004583
322,0.11589913702804126
323,0.10430922332523712
324,0.09387830099271342
325,0.0844904708934421
326,0.07604142380409794
327,0.06843728142368818
328,0.06159355328131945
329,0.05543419795318747
330,0.04989077815786872
331,0.04490170034208185
332,0.04041153030787368
333,0.03637037727708631
334,0.032733339549377655
335,0.1294600055944399
336,0.11651400503499591
337,0.10486260453149632
338,0.09437634407834672
339,0.08493870967051202
340,0.07644483870346085
341,0.06880035483311477
342,0.0619203193498033
343,0.055728287414822976
344,0.05015545867334068
345,0.0451399128060066
346,0.14062592152540587
347,0.12656332937286532
348,0.11390699643557878
349,0.1025162967920209
350,0.09226466711281882
351,0.08303820040153691
352,0.07473438036138322
353,0.06726094232524489
354,0.0605348480927204
355,0.05448136328344836
356,0.14903322695510351
357,0.13412990425959326
358,0.12071691383363395
359,0.10864522245027056
360,0.09778070020524353
361,0.08800263018471915
362,0.07920236716624725
363,0.07128213044962252
364,0.06415391740466027
365,0.05773852566419425
366,0.05196467309777483
367,0.14676820578799732
368,0.1320913852091976
369,0.11888224668827786
370,0.10699402201945007
371,0.09629461981750508
372,0.08666515783575457
373,0.0779986420521791
374,0.1701987778469613
375,0.1531789000622652
376,0.13786101005603862
377,0.22407490905043498
378,0.2016674181453915
379,0.18150067633085235
380,0.1633506086977671
381,0.1470155478279906
382,0.1323139930451915
383,0.11908259374067234
384,0.10717433436660515
385,0.0964569009299446
386,0.08681121083695013
387,0.07813008975325525
388,0.07031708077792971
389,0.06328537270013675
390,0.05695683543012308
391,0.05126115188711066
392,0.04613503669839959
393,0.04152153302855968
394,0.03736937972570375
395,0.03363244175313328
396,0.030269197577820015
397,0.02724227782003797
398,0.024518050038034114
399,0.022066245034230828
400,0.019859620530807753
401,0.017873658477726977
402,0.016086292629954268
403,0.014477663366958837
404,0.013029897030262938
405,0.011726907327236628
406,0.010554216594512951
407,0.009498794935061642
408,0.008548915441555463
409,0.007694023897400038
410,0.006924621507660013
411,0.00623215935689402
412,0.005608943421204606
413,0.005048049079084073
414,0.004543244171175545
415,0.10408891975405792
416,0.19368002777865195
417,0.1743120250007868
418,0.1568808225007081
419,0.24119274025063722
420,0.21707346622557336
421,0.1953661196030162
422,0.17582950764271457
423,0.1582465568784431
424,0.14242190119059883
425,0.12817971107153894
426,0.11536173996438497
427,0.10382556596794644
428,0.19344300937115183
429,0.17409870843403663
430,0.15668883759063296
431,0.14101995383156976
432,0.12691795844841278
433,0.1142261626035715
434,0.10280354634321434
435,0.0925231917088929
436,0.1832708725380035
437,0.16494378528420298
438,0.14844940675578258
439,0.13360446608020432
440,0.12024401947218384
441,0.10821961752496538
442,0.19739765577246887
443,0.177657890195222
444,0.15989210117569977
445,0.14390289105812976
446,0.12951260195231692
447,0.1165613417570853
448,0.20490520758137687
449,0.18441468682323928
450,0.16597321814091529
451,0.14937589632682366
452,0.1344383066941414
453,0.12099447602472706
454,0.10889502842225444
455,0.09800552558002901
456,0.08820497302202614
457,0.07938447571982352
458,0.17144602814784118
459,0.15430142533305707
460,0.13887128279975125
461,0.12498415451977603
462,0.21248573906779844
463,0.19123716516101863
464,0.17211344864491673
465,0.15490210378042507
466,0.13941189340238258
467,0.12547070406214433
468,0.1129236336559299
469,0.1016312702903369
470,0.09146814326130323
471,0.08232132893517291
472,0.07408919604165565
473,0.06668027643749007
474,0.060012248793741056
475,0.15401102391436697
476,0.13860992152293028
477,0.12474892937063725
478,0.11227403643357353
479,0.10104663279021618
480,0.09094196951119457
481,0.0818477725600752
482,0.07366299530406774
483,0.06629669577366101
